telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
0,1,1,1,0,1,58,3,0
0,1,1,1,0,9,39,31,0
0,1,0,1,5,1,58,18,1
0,0,0,1,5,1,58,18,0
0,1,1,1,2,4,107,1,0
0,1,0,1,0,1,10,4,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,1,1,1,1,49,18,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,0,1,1,2,4,51,1,1
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,39,20,0
0,1,1,1,0,1,29,9,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,61,13,0
0,1,1,3,2,4,85,22,0
0,0,0,1,5,1,58,18,0
0,1,1,1,1,4,53,17,1
0,0,0,1,2,1,58,5,0
0,1,1,1,2,0,39,13,0
0,0,1,1,5,1,58,18,0
0,0,0,1,2,4,107,1,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,0,0,1,5,1,49,0,1
0,0,1,1,5,1,58,18,0
0,1,1,0,5,1,31,11,0
0,1,1,1,5,1,58,18,0
0,0,0,0,5,1,22,18,0
0,0,0,1,5,1,49,31,1
0,1,0,1,2,1,105,14,0
0,1,1,1,0,1,69,27,0
0,1,0,0,5,1,41,18,0
0,1,1,2,5,1,30,23,0
0,1,1,1,0,4,39,7,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,22,31,0
0,1,1,1,5,1,58,18,0
0,1,1,1,1,1,58,20,0
0,1,1,1,5,1,58,31,0
0,0,1,1,0,9,112,31,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,88,26,1
0,1,0,1,5,1,58,18,0
0,1,1,1,0,9,39,31,0
0,1,1,1,5,1,58,18,0
0,1,1,1,2,8,88,7,0
0,1,1,1,5,1,58,18,0
0,1,1,1,1,1,77,20,0
0,0,0,1,0,9,39,31,0
0,1,1,1,0,1,22,18,0
0,1,0,1,2,0,58,18,0
0,1,0,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,2,9,4,18,0
0,1,0,1,6,1,39,1,0
0,1,1,1,5,1,58,18,0
1,0,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,66,5,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,5,61,26,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,1,58,31,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,1,118,17,0
0,1,0,1,0,1,61,2,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,3,6,1,75,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,0,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,1,5,58,17,0
0,0,0,1,6,1,58,7,0
0,0,1,1,5,1,45,22,0
0,1,1,1,5,1,75,18,0
0,1,1,2,2,9,61,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,75,18,0
0,0,1,3,6,1,37,1,0
0,0,0,1,5,1,58,18,1
0,1,0,1,5,1,58,18,0
0,0,0,1,0,9,39,31,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,0,0,1,5,1,53,18,0
0,1,1,1,0,4,26,7,1
0,1,1,1,0,1,119,31,0
0,1,0,1,5,4,51,7,0
0,0,1,1,5,1,58,18,0
0,1,0,1,0,1,58,24,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,4,26,7,1
0,0,0,1,5,1,58,18,0
0,1,1,1,0,1,58,14,0
0,1,1,1,0,1,89,22,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,10,18,0
0,1,0,1,0,9,58,18,0
0,0,1,0,5,1,58,18,0
0,0,0,1,6,9,49,28,0
0,1,1,0,5,1,31,18,0
0,1,0,1,0,1,49,16,0
0,0,1,1,5,1,45,22,0
0,0,1,0,6,4,15,13,1
0,1,1,1,5,1,58,18,0
0,0,0,1,5,9,58,18,0
1,1,1,1,2,1,39,5,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,2,4,39,31,0
0,1,0,1,5,1,58,18,0
0,1,1,4,2,1,58,18,0
0,1,1,1,5,1,22,18,0
0,0,0,0,5,1,58,18,0
0,0,1,1,5,1,58,18,1
0,0,0,0,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,32,18,0
0,1,1,1,0,1,58,7,0
0,0,0,1,0,9,56,31,0
0,0,0,3,0,1,88,18,0
0,1,1,1,0,4,6,31,0
0,0,1,1,5,1,58,18,0
0,0,1,1,0,1,30,8,0
0,0,0,1,5,1,58,18,0
0,1,1,1,4,1,29,9,0
0,1,1,1,0,1,22,18,0
0,1,0,1,5,1,10,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,75,31,0
0,0,0,1,0,9,39,31,0
0,1,0,1,5,1,89,18,0
0,1,0,1,0,9,22,24,0
1,1,1,1,5,1,61,5,0
0,1,0,1,5,1,58,18,0
0,1,1,1,4,1,58,18,0
0,1,1,4,5,9,39,1,0
0,1,1,1,6,9,69,1,0
0,1,1,1,5,1,39,22,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,51,18,0
0,0,0,1,5,1,39,20,0
0,1,0,4,2,4,25,31,0
0,1,1,1,5,1,58,18,0
0,0,1,1,6,9,23,18,1
0,1,1,1,2,4,58,16,0
0,1,0,1,5,1,18,18,0
0,0,0,1,2,9,53,17,1
0,1,1,1,5,1,61,29,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,1,3,5,5,10,11,1
0,1,1,1,5,1,51,18,0
0,1,1,0,5,1,72,4,0
1,1,1,0,6,9,58,31,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,4,51,7,0
0,1,1,1,0,9,22,31,0
0,0,1,1,5,1,58,18,0
0,0,0,1,2,1,51,16,0
0,1,0,1,5,0,32,18,0
0,1,0,1,2,1,112,1,0
0,0,0,1,5,1,58,18,0
0,1,1,1,0,0,58,7,0
0,1,0,4,2,4,14,1,0
0,1,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,0,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,1,1,25,18,0
0,1,0,1,2,4,39,1,0
0,1,1,1,5,1,22,18,0
0,1,1,1,5,1,119,12,1
0,1,1,1,5,1,58,8,0
0,1,1,1,0,1,22,7,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,4,34,1,0
0,1,1,1,5,1,58,24,0
0,1,1,1,5,5,22,12,0
0,0,0,1,5,1,58,26,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,22,18,0
0,0,0,1,5,1,34,18,0
0,0,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,39,13,0
0,0,0,1,0,4,127,31,0
0,1,0,1,5,9,119,12,0
0,1,1,1,5,1,58,5,0
0,0,1,1,3,5,51,16,0
0,1,1,1,0,1,119,8,0
0,1,1,1,2,1,67,22,0
0,1,1,1,5,1,64,22,0
1,0,1,0,5,9,58,18,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,6,4,58,1,0
0,0,1,1,1,9,22,31,0
1,1,1,1,5,1,58,18,0
0,1,1,1,2,4,75,31,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,22,18,0
0,1,1,1,4,1,53,17,0
1,1,1,1,0,1,58,31,0
0,1,1,1,5,1,58,12,0
0,1,0,1,2,1,22,31,0
0,1,1,1,5,1,22,26,0
0,1,1,1,2,1,58,7,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,75,33,0
0,1,1,1,5,1,58,18,0
0,1,0,3,2,4,26,7,0
0,1,1,1,0,1,75,22,0
1,0,0,1,2,1,61,12,0
1,1,1,0,5,10,58,9,0
0,0,0,1,5,9,39,20,0
0,1,1,1,2,4,58,1,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,4,59,7,0
0,0,0,1,5,1,58,18,0
0,0,1,4,5,0,87,22,0
0,1,1,1,2,0,119,7,0
0,1,1,1,5,1,30,12,0
0,0,1,1,1,9,118,20,0
0,1,0,0,5,1,8,18,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,5,58,11,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,2,4,119,7,0
0,1,1,1,2,1,61,27,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,9,126,1,0
0,1,0,3,2,4,39,7,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,0,1,59,15,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,61,35,0
0,1,1,1,2,4,51,16,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,61,22,0
0,1,1,0,5,1,31,11,0
0,1,1,1,6,4,51,1,0
0,0,0,1,2,4,0,1,1
0,1,1,1,5,1,18,18,0
0,1,1,1,2,1,22,12,0
0,0,1,1,2,1,58,18,0
0,1,1,1,3,9,67,22,0
0,1,1,0,5,1,31,18,0
0,1,1,3,4,1,22,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,75,0,0
0,1,1,1,5,1,119,31,0
0,1,1,1,0,1,52,7,0
0,0,0,1,5,1,53,18,0
0,0,1,1,0,6,51,0,0
0,1,1,3,5,4,51,16,0
0,1,0,1,5,1,58,18,0
0,1,0,1,0,1,58,18,0
0,1,1,1,0,1,58,18,0
0,0,0,1,2,4,112,20,0
0,1,1,1,5,0,58,18,0
0,1,0,1,6,1,58,18,0
0,1,1,1,5,1,58,18,0
1,1,1,0,0,1,58,18,0
1,0,1,3,0,4,59,31,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,12,0
0,1,0,1,0,1,24,12,0
0,0,1,1,0,1,99,31,0
1,0,1,1,5,1,58,18,0
0,0,0,3,6,9,39,13,1
1,1,1,1,6,1,58,16,0
0,1,1,1,5,1,58,30,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,1,75,31,0
0,0,0,1,5,1,58,18,0
0,1,0,1,2,1,52,22,0
0,0,0,1,0,9,39,31,0
0,1,1,1,5,1,58,18,0
0,1,1,1,4,1,16,12,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,9,39,18,0
0,1,1,1,0,9,39,18,0
0,1,1,0,5,1,31,18,0
0,1,1,3,2,4,66,18,0
0,1,1,1,2,1,39,12,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,1,58,18,0
0,1,1,1,5,1,67,31,0
1,0,0,1,5,1,58,18,0
0,1,1,1,5,1,119,12,0
0,0,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
1,1,0,1,5,1,61,22,0
0,1,0,1,0,1,25,31,0
1,1,0,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
1,1,1,0,0,2,81,26,1
0,0,1,1,6,6,107,23,0
0,1,1,3,6,4,41,18,0
0,1,1,3,6,1,112,18,0
0,1,0,1,5,1,11,18,0
0,1,1,0,5,1,31,18,0
0,1,1,0,5,1,31,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,94,31,0
0,1,0,1,5,9,61,12,0
0,1,0,1,5,1,58,31,0
0,1,0,1,5,1,117,18,0
0,0,0,1,2,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,4,39,31,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,6,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,1,1,72,1,0
0,1,1,0,2,1,31,11,0
0,1,1,3,0,4,112,31,0
0,1,1,2,2,4,127,10,0
0,1,1,0,2,1,31,11,0
0,1,1,1,5,1,61,15,0
0,1,1,0,2,1,31,11,0
0,0,0,1,5,1,58,18,0
0,1,0,3,2,4,39,7,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,24,0
1,0,1,1,2,9,22,31,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,1,1,0,5,1,31,18,0
0,0,0,1,1,1,25,13,0
0,1,0,4,5,1,4,13,0
0,1,0,1,5,1,29,9,0
0,1,1,1,4,1,75,22,0
0,1,0,1,0,1,58,18,0
0,1,0,1,0,0,61,27,0
0,1,0,3,2,4,51,1,0
0,1,1,1,5,1,37,18,0
0,1,0,1,2,1,117,33,0
0,1,1,1,5,5,58,11,0
0,1,0,1,5,1,58,12,0
0,1,1,1,5,0,49,34,0
0,1,1,0,5,1,23,6,0
0,0,0,1,5,1,88,12,1
0,1,1,1,0,1,61,7,0
0,1,1,3,5,4,51,16,0
0,1,1,0,5,1,58,18,0
0,1,1,1,5,1,58,22,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,61,22,0
0,1,1,1,5,1,58,18,0
0,0,0,1,2,4,119,7,1
0,0,0,1,5,1,58,18,1
0,1,1,1,5,1,58,7,0
0,1,1,1,2,1,75,18,0
0,1,0,0,5,1,31,18,0
0,1,1,1,0,4,52,18,0
0,0,0,1,5,1,126,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,4,75,31,0
0,1,0,4,2,4,75,22,0
0,1,0,4,2,4,75,22,0
0,1,0,1,2,4,52,18,0
0,1,0,1,5,1,58,12,0
0,0,1,1,0,9,118,31,0
0,1,0,1,5,1,22,12,0
0,1,0,1,5,1,26,31,0
0,0,0,1,5,1,58,18,0
0,0,0,1,0,1,52,20,0
0,1,0,1,5,1,48,18,0
0,1,0,3,0,9,4,7,0
0,1,1,1,0,1,22,22,0
1,1,1,1,0,4,22,31,0
0,1,0,1,5,1,11,31,0
0,1,1,0,2,1,31,11,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,10,6,23,0
0,1,0,1,5,1,22,18,0
0,0,1,1,0,1,45,18,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,5,42,1,1
0,1,0,1,5,9,33,22,0
0,1,0,1,2,9,75,22,0
0,1,1,1,4,1,66,19,0
0,1,1,1,4,1,109,8,0
0,0,1,1,0,1,35,31,0
0,0,1,1,5,1,58,18,0
0,1,0,1,2,4,25,7,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,3,0,2,51,16,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,5,58,36,0
0,1,0,1,5,1,22,18,0
0,0,1,1,2,0,123,12,1
0,0,1,1,5,9,75,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,0,1,24,1,0
0,1,1,1,2,4,119,7,0
0,1,0,1,1,1,38,7,0
0,1,1,1,2,4,99,25,0
0,1,1,1,6,1,61,18,0
0,1,0,1,5,1,119,12,0
0,1,0,1,0,1,39,18,0
0,0,0,1,1,1,51,16,0
0,1,1,0,5,1,31,18,0
1,1,0,1,5,1,58,18,0
0,1,0,1,0,1,22,31,0
0,1,0,1,5,1,24,12,0
0,1,1,0,5,1,31,18,0
0,1,0,1,5,1,22,24,0
0,1,1,0,5,1,31,18,0
0,1,1,1,2,1,22,12,0
0,0,0,1,2,1,75,3,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,61,31,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,61,7,0
0,0,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,6,22,0
0,1,1,1,5,1,58,18,0
0,0,1,1,2,1,58,18,0
0,1,1,1,5,1,58,2,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,12,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,1,6,75,13,0
0,0,0,1,5,1,58,18,0
0,1,1,1,0,1,33,1,0
0,1,0,1,2,0,51,23,0
0,1,0,1,0,1,22,31,0
0,1,1,1,5,1,48,18,0
0,1,1,1,5,9,22,12,0
0,0,0,1,4,4,63,7,1
0,0,0,1,0,5,12,18,0
0,1,1,1,3,1,29,9,0
0,1,1,1,4,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,5,58,4,0
0,0,0,1,5,1,22,18,0
0,1,0,0,5,1,23,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,2,4,39,7,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,61,24,0
0,0,1,1,5,1,58,18,0
0,0,1,1,2,9,58,7,0
0,0,0,1,0,1,58,31,0
0,1,1,1,1,5,124,15,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,24,31,0
0,1,0,1,5,1,58,18,0
0,1,1,0,2,1,31,11,0
0,1,1,1,0,1,25,0,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,5,0
0,1,1,1,5,5,61,18,0
0,1,0,1,5,1,58,18,0
0,1,1,4,0,9,27,31,0
0,1,1,1,2,4,15,16,0
0,1,1,0,2,1,31,11,0
0,1,0,1,5,1,22,12,0
0,0,1,1,0,1,39,31,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,61,9,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,4,26,7,0
0,1,1,1,0,1,88,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,6,1,88,18,0
0,1,1,1,5,1,58,18,0
1,1,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,1
0,0,1,1,5,1,59,18,1
0,0,0,1,5,1,58,18,0
0,0,0,3,5,1,51,18,0
0,1,1,1,6,4,58,1,0
0,1,0,1,5,1,69,12,0
0,0,0,1,5,1,49,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,6,0
0,0,0,1,5,1,22,18,0
0,1,1,1,0,9,39,7,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
1,0,0,1,5,1,58,31,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,22,22,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,5,119,31,0
0,1,1,1,2,4,51,7,0
0,1,1,1,5,1,29,18,0
0,1,1,1,5,1,39,18,0
1,1,0,1,5,1,75,31,0
0,1,0,1,5,1,61,18,0
0,1,1,1,5,1,94,31,0
0,1,1,1,0,1,89,18,0
0,1,1,3,5,0,79,16,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,0,1,47,7,0
1,1,1,0,5,1,61,18,0
0,1,1,1,5,9,119,26,0
0,1,1,1,5,1,58,18,0
0,1,1,1,1,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,61,25,0
1,1,1,1,0,1,61,7,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,1,0,1,2,4,39,7,0
0,0,0,1,5,1,34,18,0
0,1,1,1,5,9,61,0,0
0,1,1,1,0,1,61,9,0
0,1,1,3,6,1,51,0,0
0,0,0,1,5,1,99,31,0
0,1,1,1,0,4,89,1,0
0,1,1,1,0,1,49,23,0
0,1,1,1,5,1,58,17,0
1,0,0,1,0,6,58,12,0
0,1,0,1,5,1,58,18,0
0,1,1,1,6,4,53,31,0
0,1,0,1,2,4,26,7,0
0,0,1,1,2,9,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,1,0,18,0
1,1,1,0,6,9,22,31,0
0,1,1,1,6,4,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,1,58,31,0
0,1,0,1,5,1,58,18,0
0,1,1,3,2,1,88,17,0
0,1,0,1,5,1,57,12,0
0,1,1,1,5,1,22,9,0
0,1,1,1,5,1,88,13,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,0,10,58,18,0
0,1,0,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,39,4,0
0,1,1,1,1,5,49,22,0
0,1,1,1,0,1,89,18,0
0,1,1,2,2,4,87,7,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,4,59,23,0
0,1,0,1,5,1,51,31,0
0,1,1,1,5,9,87,18,0
0,1,0,1,5,1,58,18,0
0,1,1,0,0,1,58,18,0
0,1,1,0,6,1,58,18,0
0,1,1,1,0,9,75,22,0
0,1,1,1,0,9,51,31,0
0,0,0,1,2,1,58,5,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,30,18,0
0,1,0,0,5,1,58,31,0
1,0,0,0,0,4,26,7,1
0,1,1,1,0,1,61,12,0
0,1,0,1,5,9,39,5,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,2,4,51,16,0
0,1,1,1,6,4,66,1,0
0,1,1,0,2,1,31,11,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,23,0
1,1,1,1,6,1,75,31,0
0,1,1,4,0,9,27,31,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,1,5,1,58,12,0
0,1,0,1,2,9,75,22,0
0,1,0,1,2,1,61,22,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,5,58,12,0
1,1,1,1,5,1,94,16,0
0,1,1,3,5,4,51,16,0
1,1,0,1,2,9,42,21,0
0,1,1,1,5,1,58,18,0
0,1,1,0,5,1,75,36,0
0,1,1,1,3,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,2,4,26,7,0
0,1,0,1,2,9,75,22,0
0,1,0,1,2,9,75,20,0
1,1,1,1,5,1,58,18,0
0,1,1,1,0,4,33,1,0
0,1,1,1,5,1,58,18,0
0,1,1,1,5,4,58,16,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,1,0,5,1,31,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,18,1
0,1,1,1,5,1,58,18,0
0,0,0,0,5,9,58,12,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,1,0,5,1,29,9,0
0,0,1,1,5,1,58,18,0
0,0,0,1,5,1,30,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,1,1,61,18,0
0,1,0,1,5,1,61,1,0
0,0,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,58,18,0
0,1,0,0,0,9,22,9,0
1,1,0,0,5,1,22,18,0
0,1,1,1,5,2,30,12,0
0,1,1,1,2,9,22,18,0
0,0,1,1,0,4,109,5,0
0,1,1,1,5,1,58,18,0
0,1,1,1,0,4,118,5,0
0,1,1,1,6,1,22,22,0
0,1,1,1,0,1,22,18,0
0,1,0,4,0,4,33,25,0
0,1,1,1,6,1,61,23,0
0,0,0,1,5,1,53,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,6,9,22,18,0
0,1,1,1,5,1,58,9,0
0,1,0,1,2,4,51,16,0
0,1,0,2,4,1,103,23,0
1,0,0,1,5,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,1,1,6,4,58,1,0
0,1,1,1,5,1,77,31,0
0,0,0,1,5,1,32,12,0
0,0,1,1,0,4,109,31,0
0,0,0,1,5,5,54,22,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,58,9,0
1,0,1,1,5,1,58,18,0
1,1,1,1,5,1,61,22,0
0,1,0,4,5,1,69,4,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,1,75,2,0
0,1,1,1,4,1,75,22,0
0,1,0,1,5,1,58,18,0
0,1,1,1,2,1,20,1,0
0,0,1,1,5,1,58,18,0
0,1,1,1,5,9,61,9,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,0,1,0,4,26,7,0
0,1,1,1,2,1,21,18,0
0,0,0,1,5,1,58,18,1
0,1,0,1,5,1,58,18,0
0,1,0,1,5,1,22,18,0
0,0,1,1,5,1,21,6,0
0,1,0,1,2,4,25,31,0
0,1,1,1,5,5,58,6,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,58,18,0
0,1,1,4,4,1,58,12,0
0,1,1,1,6,4,59,31,1
1,1,1,1,5,1,94,15,0
0,1,1,1,5,1,49,18,0
0,1,1,1,2,9,112,7,0
0,1,1,0,2,1,31,11,0
1,1,1,1,6,4,19,36,0
0,1,1,1,2,4,119,7,0
0,1,0,0,0,9,22,9,0
0,0,0,1,5,1,32,12,0
0,1,1,1,0,1,51,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,4,4,58,1,0
0,1,1,1,5,1,6,12,0
0,1,0,0,0,1,58,18,0
0,0,1,1,5,1,58,18,0
0,1,0,1,0,1,51,1,0
0,1,0,0,0,1,58,1,0
0,1,0,1,5,1,58,18,0
0,1,0,0,5,1,80,18,0
0,0,1,3,6,1,52,18,0
1,0,0,1,2,9,58,18,0
0,1,1,1,5,1,58,18,0
0,1,0,1,0,1,39,4,0
0,1,0,1,6,1,53,17,0
0,1,0,1,5,1,58,18,0
0,1,1,1,4,1,69,34,0
0,1,1,0,2,1,31,11,0
0,0,0,1,5,1,58,18,0
0,1,0,1,0,1,51,31,0
1,1,1,1,5,1,58,18,0
0,1,0,1,2,4,58,11,0
0,1,1,1,1,1,4,17,0
0,1,0,2,6,1,30,7,0
0,0,1,1,5,1,58,18,0
0,1,0,1,0,1,59,15,0
0,0,0,1,2,5,58,6,0
0,1,1,1,5,1,58,18,0
0,1,0,4,5,1,103,1,0
0,0,0,1,2,5,58,18,0
0,1,0,1,5,1,4,31,0
0,1,1,1,5,1,58,18,0
0,1,0,1,5,1,39,18,0
0,1,0,1,5,7,37,20,0
1,1,1,1,5,1,58,18,0
0,1,1,0,0,1,61,0,0
0,1,1,1,5,1,61,18,0
1,1,0,0,6,9,22,18,0
0,1,0,1,5,1,58,12,0
0,1,0,1,5,1,39,18,0
0,1,1,1,0,1,61,31,0
0,1,0,1,5,1,58,18,0
0,0,0,1,5,1,119,1,1
0,1,1,1,5,1,61,0,0
0,0,0,1,2,4,23,18,0
0,0,0,1,5,1,58,18,0
0,1,1,1,5,1,58,18,0
0,0,0,1,5,1,58,18,1
0,1,1,1,5,1,58,18,0
0,1,1,1,5,1,119,18,0
0,1,0,0,1,6,39,36,0
0,1,1,1,4,1,58,18,0
